"region","age","cohort","median","iqr"
"australia_new zealand",72,1993,0.0322711617656942,0.00408685313415094
"australia_new zealand",73,1993,0.0336532702260055,0.00422385223362392
"australia_new zealand",74,1993,0.0351106308508188,0.00437081581744496
"australia_new zealand",75,1993,0.0366476916321155,0.00452812906813869
"australia_new zealand",76,1993,0.0382688121819609,0.00469614928862791
"australia_new zealand",77,1993,0.0399806997798602,0.00487623219137925
"australia_new zealand",78,1993,0.0417902342049763,0.00506981621799537
"australia_new zealand",79,1993,0.043704419573525,0.00527842488558826
"australia_new zealand",80,1993,0.0457303594710039,0.0055035653204219
"australia_new zealand",81,1993,0.0478752417618533,0.00574668701278994
"australia_new zealand",82,1993,0.0501509946625966,0.00601076310310543
"australia_new zealand",83,1993,0.0525703460641622,0.00629860373041641
"australia_new zealand",84,1993,0.0551466766216079,0.00661285600662631
"australia_new zealand",85,1993,0.057893681743409,0.00695610156824784
"australia_new zealand",86,1993,0.0608251625767697,0.00733089874629889
"australia_new zealand",87,1993,0.0639642310002524,0.00774331030216137
"australia_new zealand",88,1993,0.0673352936391448,0.00819927160401403
"australia_new zealand",89,1993,0.0709637386770575,0.00870459384908359
"australia_new zealand",90,1993,0.074876080497251,0.00926493245042298
"australia_new zealand",91,1993,0.0790999692360149,0.00988578610468677
"australia_new zealand",92,1993,0.0836935353925287,0.0105812811390806
"australia_new zealand",93,1993,0.088722176698058,0.0113648306689712
"australia_new zealand",94,1993,0.0942575996838966,0.0122491539940208
"australia_new zealand",95,1993,0.100376092819727,0.01324622711102
"australia_new zealand",96,1993,0.107157387337817,0.0143671742912146
"australia_new zealand",97,1993,0.114737962091834,0.0156399909675512
"australia_new zealand",98,1993,0.123265225336644,0.0170891668731871
"australia_new zealand",99,1993,0.132894077252992,0.018735384538603
"australia_new zealand",100,1993,0.143783977325002,0.0205956668491946
"australia_new zealand",15,1994,9.98046942981787e-05,3.57588652354117e-05
"australia_new zealand",16,1994,0.000235219261910494,7.88925394944826e-05
"australia_new zealand",17,1994,0.000404194922412763,0.000129419222337297
"australia_new zealand",18,1994,0.000605441280168854,0.000186942918436479
"australia_new zealand",19,1994,0.00083806752641118,0.00025050836206168
